Date,IKNA,WST,TRV,LINC,FI,CMCL,RDY,BFLY,AWK,FUNC,INMB,SLF,BCE,EVA,TDY,SHIP,RCMT,PH,HGBL,BBVA,Cluster
2021-03-28 00:00:00-04:00,0.47773409355395163,0.3167625488081143,0.10689518265896414,0.31962618105213103,0.7903733718681258,0.4694429292678739,0.5610804919686581,0.9231843721720832,0.4404182756465991,0.28271306731417933,0.27533368818376813,0.5542837955169402,0.22980127330895161,0.511012784300188,0.5924589054189613,0.469655616294936,0.004643967533073945,0.33469988880878176,0.6608996457009149,0.14253152278922465,9
2021-04-04 00:00:00-04:00,0.5412573593195323,0.38506225599729094,0.18253403695677362,0.32149529361716467,0.8083669714820916,0.548685055631638,0.6031582420776587,0.8265828873587188,0.5607272865008608,0.26965477813931193,0.3667820017005856,0.6061070407311373,0.2425823524419508,0.5073044956074076,0.6561706291440648,0.41962326327803867,0.0015479953288413117,0.33478317115709477,0.712802793143791,0.13789044565389863,9
2021-04-11 00:00:00-04:00,0.6378520144152837,0.4246126473557519,0.21578007337048444,0.32897192213418425,0.8292846575893003,0.5364199932516749,0.7205122119242102,0.7864292788571647,0.549894131620881,0.3270023327749041,0.28423133262712097,0.6556019804058382,0.2495049149177051,0.5158118396776248,0.7511699120074375,0.4496425148964045,0.007352943211777568,0.3223360406948319,0.6505190327118953,0.13634353486009332,9
2021-04-18 00:00:00-04:00,0.731827094162161,0.4640907068381186,0.268023885623732,0.43551401219437524,0.6410256542257429,0.5966296333622381,0.8351639311546128,0.6613128531247562,0.45595598193706,0.3564952236107841,0.22194758581571894,0.737705412512673,0.36240228024002397,0.5427517469766922,0.7012300678352079,0.6597791069880802,0.006578950160719382,0.3314325154047477,0.7093425063163392,0.23689661493892822,9
2021-04-25 00:00:00-04:00,0.5523903047357922,0.4616823097979097,0.2627464246007323,0.49345792776549735,0.5681512068463439,0.5431101801567297,0.8729954397807,0.5303770936010929,0.4654440339668704,0.394180622251749,0.17696489549912403,0.7214010416549814,0.3730529037150827,0.5339361427564635,0.6333734372185131,0.4896686032707728,0.005417960584132131,0.3422078986013535,0.6401384197228759,0.27557084998817927,9
2021-05-02 00:00:00-04:00,0.577930602300291,0.46318249956307067,0.23759213380786637,0.5570093592886054,0.5638776475724163,0.6100097669329436,0.8861203523742118,0.5455074613544127,0.4982166263611183,0.43678155989137046,0.3826000781701786,0.7074257241865327,0.4060700019692294,0.5379250038418883,0.5023398240148751,0.5597140576862015,0.01818885515331689,0.2752987538746017,0.6574394413712414,0.28330566252263856,9
2021-05-09 00:00:00-04:00,0.5415848062381416,0.5186883092848018,0.24849816402655778,0.5719626163226443,0.5859198371297558,0.5754450825336463,0.8486751842353584,0.6380354069641176,0.4967855008180715,0.37451863783515194,0.3638161359333302,0.725873432413453,0.4161880115298029,0.530501317437544,0.5907875588322358,0.5196881981572227,0.017414862102258705,0.28503032279800555,0.6089964982580387,0.2863997426756818,9
2021-05-16 00:00:00-04:00,0.4656188698359776,0.4631035039462974,0.25377562504955753,0.5364485863025805,0.5454341092973425,0.5330751400385512,0.8834177970731358,0.7259078633416949,0.516964097162746,0.42940833718240046,0.3544241176733195,0.7346818559935548,0.4603881107714014,0.523410071201047,0.6087712644271464,0.5296946916451409,0.009674922364952071,0.2887473943598884,0.5640138419722875,0.30341636472688294,9
2021-05-23 00:00:00-04:00,0.42861821116366655,0.5100820276187819,0.1719406099527614,0.5682243020641344,0.47345919603752007,0.4884754155210753,0.9525179010011644,0.7753724503075043,0.5732067377445329,0.44169692731199683,0.5778546363726661,0.6606905993542074,0.46944160170928173,0.5327173669638446,0.62160709196099,0.6597791069880802,0.017801858627787798,0.2592606689097643,0.6262976024041833,0.30805718329677656,9
2021-05-30 00:00:00-04:00,0.386705973620444,0.5375586901387845,0.0,0.5457944165130761,0.41407999126892525,0.28443168185960666,0.8536933449804225,0.7660614718432489,0.5328490887013757,0.4138426066683458,0.5565990607604607,0.5021392241956315,0.4154213595437062,0.5264016585527902,0.6134509124568974,0.6897987018745299,0.01818885515331689,0.1715939293268378,0.501730081540392,0.27711784697046216,9
2021-06-06 00:00:00-04:00,0.4227242915369273,0.568232857754277,0.12311803452440095,0.6037383320841982,0.4462437414853566,0.31007639733146863,0.868748741270396,0.7905028180608242,0.49979081882308884,0.38107291860406867,0.6356895373915985,0.606078622440827,0.4348687412841503,0.5628553037785378,0.6455408893351069,0.7398311693141219,0.03366872540120522,0.25825836319551443,0.5882352722799997,0.3266208023302607,9
2021-06-13 00:00:00-04:00,0.38637852670183476,0.5906563451381499,0.11444985542101316,0.5813084465331397,0.45254150993031095,0.263246650552208,1.0000000000000002,0.6962290778635236,0.5234041621064565,0.3245446490645909,0.570439924812941,0.5972699495774774,0.4532352926575167,0.5880071993138453,0.6111779055815667,0.5797270446620383,0.025154801839565366,0.285531343039926,0.48788926422169926,0.2910406474340528,9
2021-06-20 00:00:00-04:00,0.3834315668884651,0.6219229798794408,0.20572685666629198,0.44112152814636096,0.4959513242559672,0.281710009658825,0.9039694047583866,0.5641294182829236,0.6869803057091346,0.25286089208222307,0.7375185696601559,0.5408955400983322,0.4402705290986155,0.5734922199031436,0.6936755486197206,0.5296946916451409,0.025154801839565366,0.2509910499987831,0.2802767981968625,0.23999060890349388,0
2021-06-27 00:00:00-04:00,0.3091028026252336,0.6518658322451747,0.05501417267676789,0.41869155346686027,0.5092217691375369,0.24790880608343824,0.9252985683769344,0.5722765521880518,0.6720967826029716,0.29005017284770807,0.7345526096097276,0.5479432760954066,0.43216737457273346,0.5945444565536973,0.7658778435793416,0.5497075641982833,0.031346746248030716,0.2788906366836066,0.3183390870721567,0.2894935642632924,0
2021-07-04 00:00:00-04:00,0.27668630713228165,0.7729601759712175,0.07358725309052216,0.4205607551603363,0.5838956279587286,0.36621253811848575,0.5192685794583249,0.5792597860362434,0.7127405654839767,0.3156691749087033,0.4458724783317234,0.6184101661697206,0.4645797562741709,0.5870099255801635,0.8134108425753506,0.5296946916451409,0.03289473235014703,0.30123537030508185,0.3321799043908494,0.30805718329677656,0
2021-07-11 00:00:00-04:00,0.2917485218906821,0.8352056930154002,0.14257615852862005,0.47476635647294874,0.4889788194206708,0.27945656405521224,0.5898489951034087,0.5618016736668597,0.8177838569175653,0.3569903978070956,0.4760256983872817,0.6213462242686716,0.5099564287303249,0.6075081732340722,0.8495788071947064,0.5096817046693042,0.04760061877370217,0.2448513638843839,0.3321799043908494,0.36993611451483777,0
2021-07-18 00:00:00-04:00,0.30517353328309316,0.8620234933206601,0.20431130032098865,0.43177569793586557,0.5053981485247183,0.31663757567691353,0.5254734879934337,0.5780959414771162,0.8475518158375084,0.35616407801172634,0.5130993504690801,0.6918141114759786,0.529943752850123,0.6079745622821553,0.8306592536025654,0.6797922083866114,0.035990723007829656,0.22175496728482358,0.24221450932156835,0.38540573958375635,0
2021-07-25 00:00:00-04:00,0.3408644355080241,0.9221758688381982,0.2844438258298103,0.2598130637875329,0.6059378175160677,0.2580491911799947,0.4719566469911298,0.5460894113828809,0.9219365738941212,0.361123026252125,0.510627811376896,0.6078400578735992,0.5110367862932179,0.5912186517794109,0.7979676164357508,0.5797270446620383,0.045278639620527666,0.20024531160495074,0.24567471365124155,0.3312618794655867,0
2021-08-01 00:00:00-04:00,0.3873608362306057,0.9121040488585468,0.3065553692739562,0.3084112382766018,0.6475483920012506,0.2828366123409298,0.5053077637680266,0.6682961424707572,0.8675118187079738,0.3644283054336017,0.6836381877586217,0.6463505804934364,0.5504717285555523,0.5898692477666461,0.8543255783967023,0.7698506497778771,0.06308049824831549,0.27424220854178505,0.35294113036888836,0.3374496950177631,0
2021-08-08 00:00:00-04:00,0.38441387641723607,0.9597759650383817,0.22061458476538487,0.26728969230455224,0.48425549308695537,0.2884702263499621,0.6511217432609027,0.6962290778635236,0.931844015073823,0.36856076230060064,0.7513593394294634,0.6167429598048213,0.6050319131004822,0.5859333301632138,0.6800375073677372,0.7598441562899586,0.10410216686129828,0.18841404615154977,0.38062284750405234,0.318886075984279,0
2021-08-15 00:00:00-04:00,0.3768827846515643,0.9186605638917942,0.21936930590107018,0.3140186651001451,0.43792176386937687,0.34029827403604207,0.6666338622562102,0.684008404754736,0.8349151507068524,0.41979893800062174,0.6000988653350143,0.5687796164079231,0.5453533868500391,0.5707518334717028,0.615389731623603,0.9999999999999999,0.14551084122653513,0.20341746729228327,0.38062284750405234,0.35137249548135363,0
2021-08-22 00:00:00-04:00,0.37098886502482503,0.9521927493049267,0.22239379904747292,0.3009346097595822,0.463112837649192,0.30987747910547814,0.6092391438475435,0.6199953445662657,0.8169653863622548,0.40905523645854713,0.6890755926180615,0.5622660944120423,0.5672494214649793,0.6011147800848644,0.6845166019679532,0.9299545455845714,0.16834364545947605,0.20429723655774157,0.3252594957315031,0.34673159072298254,0
2021-08-29 00:00:00-04:00,0.37721020034311664,0.8045570899323298,0.15053071241017646,0.38317752344679645,0.4640125433700888,0.3222711896859458,0.665858439117401,0.5972998484340953,0.6956238750165573,0.4148403329162844,0.7009391499702561,0.6102296870921884,0.5075834245254405,0.6071873319916085,0.7078487390534649,0.9399611534951843,0.11609906837942485,0.22043199800652813,0.290657411185882,0.3359028704124353,0
